state,year,quarter,brand,user_count,percentage
India,2020,4,Lenovo,3880170,0.0146825
India,2020,4,Others,22375116,0.0846672
India,2021,1,Xiaomi,71553154,0.251077
India,2021,1,Samsung,56154585,0.197044
India,2021,1,Vivo,53341749,0.187174
India,2021,1,Oppo,35512326,0.124611
India,2021,1,Realme,17541519,0.0615523
India,2021,1,Apple,7576154,0.0265844
India,2021,1,Motorola,5792974,0.0203273
India,2021,1,Huawei,5145488,0.0180553
India,2021,1,OnePlus,4895538,0.0171782
India,2021,1,Lenovo,3907304,0.0137105
India,2021,1,Others,23564639,0.0826872
India,2021,2,Xiaomi,75948492,0.248801
India,2021,2,Samsung,59144667,0.193753
India,2021,2,Vivo,58646521,0.192121
India,2021,2,Oppo,38402777,0.125804
India,2021,2,Realme,20619455,0.0675476
India,2021,2,Apple,8143414,0.0266771
India,2021,2,Motorola,5744294,0.0188178
India,2021,2,OnePlus,5365636,0.0175774
India,2021,2,Huawei,5068955,0.0166055
India,2021,2,Lenovo,3768280,0.0123446
India,2021,2,Others,24405595,0.0799507
India,2021,3,Xiaomi,80749587,0.245922
India,2021,3,Vivo,65338474,0.198987
India,2021,3,Samsung,61299387,0.186686
India,2021,3,Oppo,42064749,0.128108
India,2021,3,Realme,24185973,0.073658
India,2021,3,Apple,8753177,0.0266577
India,2021,3,OnePlus,6266945,0.0190859
India,2021,3,Motorola,5650891,0.0172097
India,2021,3,Huawei,5126319,0.0156121
India,2021,3,Lenovo,3585329,0.0109191
India,2021,3,Others,25334092,0.0771546
India,2021,4,Xiaomi,84820436,0.241543
India,2021,4,Vivo,71483071,0.203562
India,2021,4,Samsung,63618499,0.181166
India,2021,4,Oppo,45569087,0.129767
India,2021,4,Realme,28686022,0.081689
India,2021,4,Apple,9883075,0.028144
India,2021,4,OnePlus,7178086,0.020441
India,2021,4,Motorola,5648173,0.0160843
India,2021,4,Huawei,4930699,0.0140411
India,2021,4,Tecno,3799428,0.0108196
India,2021,4,Others,25544819,0.0727438
India,2022,1,Xiaomi,88426997,0.2371
India,2022,1,Vivo,77224616,0.207063
India,2022,1,Samsung,65886728,0.176663
India,2022,1,Oppo,49093857,0.131636
India,2022,1,Realme,32685615,0.0876403
India,2022,1,Apple,10780434,0.0289057
India,2022,1,OnePlus,7974546,0.0213822
India,2022,1,Motorola,5610140,0.0150425
India,2022,1,Huawei,4882972,0.0130928
India,2022,1,Tecno,4550078,0.0122002
India,2022,1,Others,25835848,0.069274
andaman-&-nicobar-islands,2018,1,Xiaomi,1665,0.247033
andaman-&-nicobar-islands,2018,1,Samsung,1445,0.214392
andaman-&-nicobar-islands,2018,1,Vivo,982,0.145697
andaman-&-nicobar-islands,2018,1,Oppo,501,0.0743323
andaman-&-nicobar-islands,2018,1,OnePlus,332,0.0492582
andaman-&-nicobar-islands,2018,1,Realme,316,0.0468843
andaman-&-nicobar-islands,2018,1,Apple,229,0.0339763
andaman-&-nicobar-islands,2018,1,Motorola,226,0.0335312
andaman-&-nicobar-islands,2018,1,Lenovo,202,0.0299703
andaman-&-nicobar-islands,2018,1,Huawei,158,0.0234421
andaman-&-nicobar-islands,2018,1,Others,684,0.101484
andaman-&-nicobar-islands,2018,2,Xiaomi,2303,0.24487
andaman-&-nicobar-islands,2018,2,Samsung,1923,0.204466
andaman-&-nicobar-islands,2018,2,Vivo,1523,0.161935
andaman-&-nicobar-islands,2018,2,Oppo,708,0.0752791
andaman-&-nicobar-islands,2018,2,OnePlus,466,0.0495481
andaman-&-nicobar-islands,2018,2,Realme,465,0.0494418
andaman-&-nicobar-islands,2018,2,Motorola,319,0.0339181
andaman-&-nicobar-islands,2018,2,Apple,308,0.0327485
andaman-&-nicobar-islands,2018,2,Lenovo,244,0.0259436
andaman-&-nicobar-islands,2018,2,Huawei,230,0.0244551
andaman-&-nicobar-islands,2018,2,Others,916,0.097395
andaman-&-nicobar-islands,2018,3,Xiaomi,2950,0.242818
andaman-&-nicobar-islands,2018,3,Samsung,2409,0.198288
andaman-&-nicobar-islands,2018,3,Vivo,2063,0.169808
andaman-&-nicobar-islands,2018,3,Oppo,988,0.0813236
andaman-&-nicobar-islands,2018,3,OnePlus,617,0.0507861
andaman-&-nicobar-islands,2018,3,Realme,603,0.0496337
andaman-&-nicobar-islands,2018,3,Motorola,390,0.0321014
andaman-&-nicobar-islands,2018,3,Apple,371,0.0305375
andaman-&-nicobar-islands,2018,3,Huawei,314,0.0258457
andaman-&-nicobar-islands,2018,3,Lenovo,299,0.0246111
andaman-&-nicobar-islands,2018,3,Others,1145,0.0942464
andaman-&-nicobar-islands,2018,4,Xiaomi,3719,0.244317
andaman-&-nicobar-islands,2018,4,Samsung,2936,0.192879
andaman-&-nicobar-islands,2018,4,Vivo,2742,0.180134
andaman-&-nicobar-islands,2018,4,Oppo,1268,0.0833005
andaman-&-nicobar-islands,2018,4,Realme,760,0.0499277
andaman-&-nicobar-islands,2018,4,OnePlus,721,0.0473657
andaman-&-nicobar-islands,2018,4,Motorola,474,0.0311391
andaman-&-nicobar-islands,2018,4,Apple,455,0.0298909
andaman-&-nicobar-islands,2018,4,Huawei,398,0.0261464
andaman-&-nicobar-islands,2018,4,Lenovo,377,0.0247668
andaman-&-nicobar-islands,2018,4,Others,1372,0.0901327
andaman-&-nicobar-islands,2019,1,Xiaomi,4576,0.246074
andaman-&-nicobar-islands,2019,1,Samsung,3567,0.191815
andaman-&-nicobar-islands,2019,1,Vivo,3420,0.183911
andaman-&-nicobar-islands,2019,1,Oppo,1600,0.08604
andaman-&-nicobar-islands,2019,1,Realme,897,0.0482362
andaman-&-nicobar-islands,2019,1,OnePlus,855,0.0459776
andaman-&-nicobar-islands,2019,1,Motorola,561,0.0301678
andaman-&-nicobar-islands,2019,1,Apple,515,0.0276941
andaman-&-nicobar-islands,2019,1,Huawei,515,0.0276941
andaman-&-nicobar-islands,2019,1,Lenovo,426,0.0229082
andaman-&-nicobar-islands,2019,1,Others,1664,0.0894816
andaman-&-nicobar-islands,2019,2,Xiaomi,5296,0.243707
andaman-&-nicobar-islands,2019,2,Samsung,4165,0.191662
andaman-&-nicobar-islands,2019,2,Vivo,4102,0.188763
andaman-&-nicobar-islands,2019,2,Oppo,1905,0.0876628
andaman-&-nicobar-islands,2019,2,Realme,1012,0.0465694
andaman-&-nicobar-islands,2019,2,OnePlus,950,0.0437163
andaman-&-nicobar-islands,2019,2,Huawei,644,0.0296351
andaman-&-nicobar-islands,2019,2,Motorola,630,0.0289908
andaman-&-nicobar-islands,2019,2,Apple,569,0.0261838
andaman-&-nicobar-islands,2019,2,Lenovo,477,0.0219502
andaman-&-nicobar-islands,2019,2,Others,1981,0.0911601
andaman-&-nicobar-islands,2019,3,Xiaomi,5819,0.243157
andaman-&-nicobar-islands,2019,3,Vivo,4685,0.195771
andaman-&-nicobar-islands,2019,3,Samsung,4508,0.188375
andaman-&-nicobar-islands,2019,3,Oppo,2108,0.0880866
andaman-&-nicobar-islands,2019,3,Realme,1158,0.0483891
andaman-&-nicobar-islands,2019,3,OnePlus,1045,0.0436672
andaman-&-nicobar-islands,2019,3,Huawei,725,0.0302954
andaman-&-nicobar-islands,2019,3,Motorola,660,0.0275793
andaman-&-nicobar-islands,2019,3,Apple,630,0.0263257
andaman-&-nicobar-islands,2019,3,Lenovo,483,0.020183
andaman-&-nicobar-islands,2019,3,Others,2110,0.0881702
andaman-&-nicobar-islands,2019,4,Xiaomi,6259,0.241102
andaman-&-nicobar-islands,2019,4,Vivo,5190,0.199923
andaman-&-nicobar-islands,2019,4,Samsung,4900,0.188752
andaman-&-nicobar-islands,2019,4,Oppo,2329,0.0897149
andaman-&-nicobar-islands,2019,4,Realme,1329,0.0511941
andaman-&-nicobar-islands,2019,4,OnePlus,1124,0.0432974
andaman-&-nicobar-islands,2019,4,Huawei,798,0.0307396
andaman-&-nicobar-islands,2019,4,Motorola,682,0.0262712
andaman-&-nicobar-islands,2019,4,Apple,678,0.0261171
andaman-&-nicobar-islands,2019,4,Lenovo,488,0.0187982
andaman-&-nicobar-islands,2019,4,Others,2183,0.0840909
andaman-&-nicobar-islands,2020,1,Xiaomi,6803,0.239812
andaman-&-nicobar-islands,2020,1,Vivo,5880,0.207276
andaman-&-nicobar-islands,2020,1,Samsung,5335,0.188064
andaman-&-nicobar-islands,2020,1,Oppo,2557,0.0901368
andaman-&-nicobar-islands,2020,1,Realme,1511,0.0532642
andaman-&-nicobar-islands,2020,1,OnePlus,1184,0.0417372
andaman-&-nicobar-islands,2020,1,Huawei,891,0.0314086
andaman-&-nicobar-islands,2020,1,Apple,735,0.0259095
andaman-&-nicobar-islands,2020,1,Motorola,715,0.0252045
andaman-&-nicobar-islands,2020,1,Lenovo,500,0.0176255
andaman-&-nicobar-islands,2020,1,Others,2257,0.0795615
andaman-&-nicobar-islands,2020,2,Xiaomi,7805,0.238612
andaman-&-nicobar-islands,2020,2,Vivo,7122,0.217732
andaman-&-nicobar-islands,2020,2,Samsung,6030,0.184347
andaman-&-nicobar-islands,2020,2,Oppo,2976,0.0909813
andaman-&-nicobar-islands,2020,2,Realme,1761,0.0538367
andaman-&-nicobar-islands,2020,2,OnePlus,1271,0.0388566
andaman-&-nicobar-islands,2020,2,Huawei,1005,0.0307245
andaman-&-nicobar-islands,2020,2,Apple,792,0.0242128
andaman-&-nicobar-islands,2020,2,Motorola,779,0.0238153
andaman-&-nicobar-islands,2020,2,Lenovo,552,0.0168756
andaman-&-nicobar-islands,2020,2,Others,2617,0.0800061
andaman-&-nicobar-islands,2020,3,Xiaomi,9794,0.236942
andaman-&-nicobar-islands,2020,3,Vivo,9556,0.231184
andaman-&-nicobar-islands,2020,3,Samsung,7572,0.183186
andaman-&-nicobar-islands,2020,3,Oppo,3730,0.0902383
andaman-&-nicobar-islands,2020,3,Realme,2285,0.05528
andaman-&-nicobar-islands,2020,3,OnePlus,1440,0.0348373
andaman-&-nicobar-islands,2020,3,Huawei,1213,0.0293456
andaman-&-nicobar-islands,2020,3,Motorola,907,0.0219427
andaman-&-nicobar-islands,2020,3,Apple,870,0.0210475
andaman-&-nicobar-islands,2020,3,Lenovo,606,0.0146607
andaman-&-nicobar-islands,2020,3,Others,3362,0.0813354
andaman-&-nicobar-islands,2020,4,Xiaomi,12398,0.236621
andaman-&-nicobar-islands,2020,4,Vivo,12275,0.234274
andaman-&-nicobar-islands,2020,4,Samsung,9938,0.189671
andaman-&-nicobar-islands,2020,4,Oppo,4723,0.0901405
andaman-&-nicobar-islands,2020,4,Realme,2996,0.0571799
andaman-&-nicobar-islands,2020,4,OnePlus,1638,0.0312619
andaman-&-nicobar-islands,2020,4,Huawei,1472,0.0280937
andaman-&-nicobar-islands,2020,4,Motorola,1032,0.0196962
andaman-&-nicobar-islands,2020,4,Apple,973,0.0185701
andaman-&-nicobar-islands,2020,4,Lenovo,708,0.0135125
andaman-&-nicobar-islands,2020,4,Others,4243,0.0809795
andaman-&-nicobar-islands,2021,1,Vivo,13812,0.239136
andaman-&-nicobar-islands,2021,1,Xiaomi,13714,0.237439
andaman-&-nicobar-islands,2021,1,Samsung,10861,0.188043
andaman-&-nicobar-islands,2021,1,Oppo,5158,0.0893036
andaman-&-nicobar-islands,2021,1,Realme,3419,0.0591953
andaman-&-nicobar-islands,2021,1,OnePlus,1773,0.030697
andaman-&-nicobar-islands,2021,1,Huawei,1575,0.0272689
andaman-&-nicobar-islands,2021,1,Motorola,1062,0.0183871
andaman-&-nicobar-islands,2021,1,Apple,1056,0.0182832
andaman-&-nicobar-islands,2021,1,Tecno,796,0.0137816
andaman-&-nicobar-islands,2021,1,Others,4532,0.0784653
andaman-&-nicobar-islands,2021,2,Vivo,15056,0.242467
andaman-&-nicobar-islands,2021,2,Xiaomi,14788,0.238151
andaman-&-nicobar-islands,2021,2,Samsung,11476,0.184814
andaman-&-nicobar-islands,2021,2,Oppo,5456,0.0878654
andaman-&-nicobar-islands,2021,2,Realme,4034,0.064965
andaman-&-nicobar-islands,2021,2,OnePlus,1981,0.0319027
andaman-&-nicobar-islands,2021,2,Huawei,1559,0.0251067
andaman-&-nicobar-islands,2021,2,Apple,1153,0.0185683
andaman-&-nicobar-islands,2021,2,Motorola,1054,0.016974
andaman-&-nicobar-islands,2021,2,Tecno,974,0.0156856
andaman-&-nicobar-islands,2021,2,Others,4564,0.0735003
andaman-&-nicobar-islands,2021,3,Vivo,16411,0.245006
andaman-&-nicobar-islands,2021,3,Xiaomi,15938,0.237945
andaman-&-nicobar-islands,2021,3,Samsung,12028,0.179571
andaman-&-nicobar-islands,2021,3,Oppo,5853,0.0873817
andaman-&-nicobar-islands,2021,3,Realme,4808,0.0717805
andaman-&-nicobar-islands,2021,3,OnePlus,2306,0.0344272
andaman-&-nicobar-islands,2021,3,Huawei,1567,0.0233943
andaman-&-nicobar-islands,2021,3,Apple,1283,0.0191544
andaman-&-nicobar-islands,2021,3,Tecno,1178,0.0175868
andaman-&-nicobar-islands,2021,3,Motorola,1017,0.0151832
andaman-&-nicobar-islands,2021,3,Others,4593,0.0685707
andaman-&-nicobar-islands,2021,4,Vivo,17597,0.245152
andaman-&-nicobar-islands,2021,4,Xiaomi,16968,0.236389
andaman-&-nicobar-islands,2021,4,Samsung,12574,0.175174
andaman-&-nicobar-islands,2021,4,Oppo,6127,0.085358
andaman-&-nicobar-islands,2021,4,Realme,5830,0.0812204
andaman-&-nicobar-islands,2021,4,OnePlus,2691,0.0374896
andaman-&-nicobar-islands,2021,4,Apple,1490,0.0207579
andaman-&-nicobar-islands,2021,4,Huawei,1459,0.020326
andaman-&-nicobar-islands,2021,4,Tecno,1417,0.0197409
andaman-&-nicobar-islands,2021,4,Motorola,1055,0.0146977
andaman-&-nicobar-islands,2021,4,Others,4572,0.0636946
andaman-&-nicobar-islands,2022,1,Vivo,18688,0.244966
andaman-&-nicobar-islands,2022,1,Xiaomi,17957,0.235384
andaman-&-nicobar-islands,2022,1,Samsung,12955,0.169817
andaman-&-nicobar-islands,2022,1,Realme,6769,0.0887296
andaman-&-nicobar-islands,2022,1,Oppo,6461,0.0846922
andaman-&-nicobar-islands,2022,1,OnePlus,3005,0.0393902
andaman-&-nicobar-islands,2022,1,Tecno,1770,0.0232016
andaman-&-nicobar-islands,2022,1,Apple,1634,0.0214188
andaman-&-nicobar-islands,2022,1,Huawei,1441,0.0188889
andaman-&-nicobar-islands,2022,1,Motorola,1050,0.0137636
andaman-&-nicobar-islands,2022,1,Others,4558,0.0597473
andhra-pradesh,2018,1,Xiaomi,836581,0.25074
andhra-pradesh,2018,1,Samsung,683687,0.204915
andhra-pradesh,2018,1,Vivo,425959,0.127668
andhra-pradesh,2018,1,Oppo,304487,0.0912608
andhra-pradesh,2018,1,Realme,236646,0.0709275
andhra-pradesh,2018,1,Motorola,129739,0.0388853
andhra-pradesh,2018,1,OnePlus,129421,0.03879
andhra-pradesh,2018,1,Apple,123274,0.0369477
andhra-pradesh,2018,1,Lenovo,84138,0.0252178
andhra-pradesh,2018,1,Huawei,76654,0.0229747
andhra-pradesh,2018,1,Others,305864,0.0916735
andhra-pradesh,2018,2,Xiaomi,1113800,0.25299
andhra-pradesh,2018,2,Samsung,903290,0.205175
andhra-pradesh,2018,2,Vivo,586965,0.133324
andhra-pradesh,2018,2,Oppo,410549,0.0932528
andhra-pradesh,2018,2,Realme,305964,0.0694972
andhra-pradesh,2018,2,Motorola,169847,0.0385793
andhra-pradesh,2018,2,OnePlus,155418,0.0353019
andhra-pradesh,2018,2,Apple,151847,0.0344908
andhra-pradesh,2018,2,Lenovo,107441,0.0244043
andhra-pradesh,2018,2,Huawei,102929,0.0233795
andhra-pradesh,2018,2,Others,394490,0.0896051
andhra-pradesh,2018,3,Xiaomi,1385112,0.255197
andhra-pradesh,2018,3,Samsung,1103186,0.203254
andhra-pradesh,2018,3,Vivo,761793,0.140355
andhra-pradesh,2018,3,Oppo,518120,0.0954599
andhra-pradesh,2018,3,Realme,379712,0.0699592
andhra-pradesh,2018,3,Motorola,203756,0.0375406
andhra-pradesh,2018,3,OnePlus,181364,0.033415
andhra-pradesh,2018,3,Apple,175343,0.0323057
andhra-pradesh,2018,3,Huawei,134429,0.0247676
andhra-pradesh,2018,3,Lenovo,122489,0.0225677
andhra-pradesh,2018,3,Others,462313,0.0851779
andhra-pradesh,2018,4,Xiaomi,1753802,0.255753
andhra-pradesh,2018,4,Samsung,1388061,0.202418
andhra-pradesh,2018,4,Vivo,1011185,0.147459
andhra-pradesh,2018,4,Oppo,675093,0.0984472
andhra-pradesh,2018,4,Realme,476746,0.0695228
andhra-pradesh,2018,4,Motorola,250601,0.0365446
andhra-pradesh,2018,4,OnePlus,210161,0.0306473
andhra-pradesh,2018,4,Apple,209737,0.0305855
andhra-pradesh,2018,4,Huawei,176237,0.0257002
andhra-pradesh,2018,4,Lenovo,149583,0.0218133
andhra-pradesh,2018,4,Others,556203,0.0811098
andhra-pradesh,2019,1,Xiaomi,2110547,0.254804
andhra-pradesh,2019,1,Samsung,1688342,0.203832
andhra-pradesh,2019,1,Vivo,1262871,0.152465
andhra-pradesh,2019,1,Oppo,835541,0.100874
andhra-pradesh,2019,1,Realme,564832,0.0681916
andhra-pradesh,2019,1,Motorola,291830,0.0352323
andhra-pradesh,2019,1,Apple,241108,0.0291087
andhra-pradesh,2019,1,OnePlus,237269,0.0286452
andhra-pradesh,2019,1,Huawei,220082,0.0265703
andhra-pradesh,2019,1,Lenovo,171471,0.0207015
andhra-pradesh,2019,1,Others,659126,0.0795756
andhra-pradesh,2019,2,Xiaomi,2389374,0.254486
andhra-pradesh,2019,2,Samsung,1914378,0.203896
andhra-pradesh,2019,2,Vivo,1466695,0.156214
andhra-pradesh,2019,2,Oppo,963352,0.102604
andhra-pradesh,2019,2,Realme,641519,0.0683266
andhra-pradesh,2019,2,Motorola,324778,0.0345913
andhra-pradesh,2019,2,Apple,264860,0.0282096
andhra-pradesh,2019,2,OnePlus,254273,0.027082
andhra-pradesh,2019,2,Huawei,250859,0.0267184
andhra-pradesh,2019,2,Lenovo,189151,0.020146
andhra-pradesh,2019,2,Others,729764,0.0777254
andhra-pradesh,2019,3,Xiaomi,2656468,0.253996
andhra-pradesh,2019,3,Samsung,2123659,0.203052
andhra-pradesh,2019,3,Vivo,1674109,0.160069
andhra-pradesh,2019,3,Oppo,1087660,0.103996
andhra-pradesh,2019,3,Realme,727964,0.0696037
andhra-pradesh,2019,3,Motorola,348910,0.0333608
andhra-pradesh,2019,3,Apple,286412,0.0273851
andhra-pradesh,2019,3,Huawei,282587,0.0270193
andhra-pradesh,2019,3,OnePlus,271100,0.025921
andhra-pradesh,2019,3,Lenovo,194180,0.0185664
andhra-pradesh,2019,3,Others,805644,0.077031
andhra-pradesh,2019,4,Xiaomi,2985953,0.253953
andhra-pradesh,2019,4,Samsung,2379139,0.202344
andhra-pradesh,2019,4,Vivo,1922141,0.163477
andhra-pradesh,2019,4,Oppo,1241235,0.105566
andhra-pradesh,2019,4,Realme,844668,0.0718384
andhra-pradesh,2019,4,Motorola,381692,0.0324626
andhra-pradesh,2019,4,Huawei,317290,0.0269853
andhra-pradesh,2019,4,Apple,308354,0.0262253
andhra-pradesh,2019,4,OnePlus,286412,0.0243591
andhra-pradesh,2019,4,Lenovo,208785,0.017757
andhra-pradesh,2019,4,Others,882214,0.0750317
andhra-pradesh,2020,1,Xiaomi,3307542,0.253995
andhra-pradesh,2020,1,Samsung,2622762,0.201409
andhra-pradesh,2020,1,Vivo,2165012,0.166257
andhra-pradesh,2020,1,Oppo,1387060,0.106516
andhra-pradesh,2020,1,Realme,960418,0.0737532
andhra-pradesh,2020,1,Motorola,411062,0.0315666
andhra-pradesh,2020,1,Huawei,348324,0.0267488
andhra-pradesh,2020,1,Apple,329329,0.0252901
andhra-pradesh,2020,1,OnePlus,298911,0.0229542
andhra-pradesh,2020,1,Lenovo,227154,0.0174438
andhra-pradesh,2020,1,Others,964486,0.0740655
andhra-pradesh,2020,2,Xiaomi,3635594,0.253888
andhra-pradesh,2020,2,Samsung,2888149,0.201691
andhra-pradesh,2020,2,Vivo,2409399,0.168258
andhra-pradesh,2020,2,Oppo,1535129,0.107204
andhra-pradesh,2020,2,Realme,1072165,0.0748736
andhra-pradesh,2020,2,Motorola,445380,0.0311027
andhra-pradesh,2020,2,Huawei,379220,0.0264824
andhra-pradesh,2020,2,Apple,348938,0.0243677
andhra-pradesh,2020,2,OnePlus,309208,0.0215932
andhra-pradesh,2020,2,Lenovo,243288,0.0169898
andhra-pradesh,2020,2,Others,1053205,0.0735495
andhra-pradesh,2020,3,Xiaomi,3978789,0.253549
andhra-pradesh,2020,3,Samsung,3154020,0.20099
andhra-pradesh,2020,3,Vivo,2687996,0.171293
andhra-pradesh,2020,3,Oppo,1695723,0.10806
andhra-pradesh,2020,3,Realme,1207622,0.0769558
andhra-pradesh,2020,3,Motorola,477313,0.0304168
andhra-pradesh,2020,3,Huawei,408520,0.026033
andhra-pradesh,2020,3,Apple,370327,0.0235991
andhra-pradesh,2020,3,OnePlus,322028,0.0205213
andhra-pradesh,2020,3,Lenovo,260912,0.0166266
andhra-pradesh,2020,3,Others,1129155,0.0719555
andhra-pradesh,2020,4,Xiaomi,4325662,0.25331
andhra-pradesh,2020,4,Samsung,3419866,0.200267
andhra-pradesh,2020,4,Vivo,2950572,0.172785
andhra-pradesh,2020,4,Oppo,1856052,0.10869
andhra-pradesh,2020,4,Realme,1361491,0.0797286
andhra-pradesh,2020,4,Motorola,506158,0.0296405
andhra-pradesh,2020,4,Huawei,437125,0.0255979
andhra-pradesh,2020,4,Apple,394191,0.0230837
andhra-pradesh,2020,4,OnePlus,336518,0.0197064
andhra-pradesh,2020,4,Lenovo,276671,0.0162018
andhra-pradesh,2020,4,Others,1212259,0.0709896
andhra-pradesh,2021,1,Xiaomi,4644641,0.252925
andhra-pradesh,2021,1,Samsung,3635596,0.197977
andhra-pradesh,2021,1,Vivo,3245151,0.176715
andhra-pradesh,2021,1,Oppo,2010506,0.109482
andhra-pradesh,2021,1,Realme,1531645,0.083406
andhra-pradesh,2021,1,Motorola,518115,0.028214
andhra-pradesh,2021,1,Huawei,455604,0.02481
